device,tstamp,dstamp,CurrL1_A,CurrL2_A,CurrL3_A,ActPow_kW,AppPow_kVA,ReacPow_kvar,Energy_kWh,VolL1_V,VolL2_V,VolL3_V,THDUL1,THDUL2,THDUL3,THDIL1,THDIL2,THDIL3,cosphi
Master,2025-05-16 04:56:34,05:55 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,400,400,300,\N,\N,\N,1
InformÃ¡tica,2025-05-16 04:57:34,05:56/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 04:57:34,05:56/ 16.05.2025 (UTC 2),16.1,11.6,9.24,7.12,8.93,\N,454205,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 04:57:34,05:56/ 16.05.2025 (UTC 2),98.23,87.28,106.3,69.55,70.54,\N,2322270,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 04:57:34,05:56/ 16.05.2025 (UTC 2),2.54,1.12,1.06,0.27,1.14,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 04:57:34,05:56 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,435.89,418.33,404.15,\N,\N,\N,1
ParqueExterior,2025-05-16 04:57:34,05:56/ 16.05.2025 (UTC 2),15.35,15.5,16.06,11.07,11.35,\N,251143,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 04:58:34,05:57 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,402.08,404.15,422.3,\N,\N,\N,1
ParqueInterior,2025-05-16 04:58:34,05:57/ 16.05.2025 (UTC 2),2.53,1.12,1.05,0.27,1.14,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 04:58:34,05:57/ 16.05.2025 (UTC 2),98.04,86.24,107.98,69.73,70.68,\N,2322270,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 04:58:34,05:57/ 16.05.2025 (UTC 2),14.79,12.31,10.67,8.82,10.15,\N,454205,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 04:58:34,05:57/ 16.05.2025 (UTC 2),15.37,15.49,16.05,11.07,11.35,\N,251143,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 04:58:34,05:57/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 04:59:34,05:58/ 16.05.2025 (UTC 2),16.1,11.23,22.2,10.74,11.99,\N,454205,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 04:59:34,05:58/ 16.05.2025 (UTC 2),15.32,15.47,16.02,11.05,11.33,\N,251144,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 04:59:34,05:58 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,424.26,331.66,307.32,\N,\N,\N,1
TorreLidador,2025-05-16 04:59:34,05:58/ 16.05.2025 (UTC 2),98.79,86.29,119.83,72.88,73.82,\N,2322280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 04:59:34,05:58/ 16.05.2025 (UTC 2),2.55,1.12,1.07,0.27,1.14,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 04:59:34,05:58/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:00:34,05:59 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.11,395.81,336.65,406.2,\N,\N,\N,1
TorreLidador,2025-05-16 05:00:34,05:59/ 16.05.2025 (UTC 2),97.55,86.38,104.29,68.92,69.79,\N,2322280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:00:34,05:59/ 16.05.2025 (UTC 2),15.36,15.48,16.02,11.06,11.34,\N,251144,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:00:34,05:59/ 16.05.2025 (UTC 2),2.53,1.12,1.06,0.27,1.14,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:00:34,05:59/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:00:34,05:59/ 16.05.2025 (UTC 2),14.8,11.19,8.81,7.06,8.43,\N,454205,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:01:34,06:00 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,424.26,309.57,391.58,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 05:01:34,06:00/ 16.05.2025 (UTC 2),16.99,10.78,8.79,7.63,8.87,\N,454205,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:01:34,06:00/ 16.05.2025 (UTC 2),100.28,85.87,103.87,69.41,70.31,\N,2322280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:01:34,06:00/ 16.05.2025 (UTC 2),2.57,1.12,1.07,0.27,1.16,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:01:34,06:00/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:01:34,06:00/ 16.05.2025 (UTC 2),15.29,15.44,16,11.04,11.33,\N,251144,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:02:34,06:01 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,400,324.89,426.61,\N,\N,\N,1
InformÃ¡tica,2025-05-16 05:02:34,06:01/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:02:34,06:01/ 16.05.2025 (UTC 2),97.63,85.45,105.6,69.07,69.98,\N,2322280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:02:34,06:01/ 16.05.2025 (UTC 2),2.58,1.12,1.05,0.27,1.15,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:02:34,06:01/ 16.05.2025 (UTC 2),15.21,10.81,10.97,7.49,8.98,\N,454206,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:02:34,06:01/ 16.05.2025 (UTC 2),15.28,15.42,16,11.04,11.33,\N,251144,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:03:34,06:02/ 16.05.2025 (UTC 2),2.55,1.11,1.07,0.27,1.14,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:03:34,06:02/ 16.05.2025 (UTC 2),93.31,82.68,114.53,69.55,70.32,\N,2322280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:03:34,06:02/ 16.05.2025 (UTC 2),15.31,15.47,16.03,11.05,11.33,\N,251144,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:03:34,06:02/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:03:34,06:02/ 16.05.2025 (UTC 2),11.81,8.52,20.4,10.35,11.62,\N,454206,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:03:34,06:02 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,442.72,391.58,380.79,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 05:04:34,06:03/ 16.05.2025 (UTC 2),9.77,7.27,8.12,5.56,6.08,\N,454206,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:04:34,06:03/ 16.05.2025 (UTC 2),2.57,1.11,1.04,0.27,1.14,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:04:34,06:03/ 16.05.2025 (UTC 2),93.97,84.92,106.16,68.06,68.91,\N,2322280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:04:34,06:03/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:04:34,06:03 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.11,376.39,328.3,387.3,\N,\N,\N,1
ParqueExterior,2025-05-16 05:04:34,06:03/ 16.05.2025 (UTC 2),15.36,15.45,16.04,11.05,11.33,\N,251144,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:05:34,06:04/ 16.05.2025 (UTC 2),96.7,90.09,105.03,69.63,70.43,\N,2322280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:05:34,06:04/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:05:34,06:04/ 16.05.2025 (UTC 2),12.08,7.85,6.97,6.13,6.5,\N,454206,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:05:34,06:04 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.11,380.79,319.72,335,\N,\N,\N,1
ParqueInterior,2025-05-16 05:05:34,06:04/ 16.05.2025 (UTC 2),2.58,1.12,1.05,0.27,1.15,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:05:34,06:04/ 16.05.2025 (UTC 2),15.34,15.5,16.04,11.05,11.33,\N,251145,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:06:34,06:05/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:06:34,06:05/ 16.05.2025 (UTC 2),20.33,13.03,9.35,9.48,10.32,\N,454206,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:06:34,06:05/ 16.05.2025 (UTC 2),15.38,15.48,16.05,11.05,11.34,\N,251145,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:06:34,06:05 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,404.15,319.72,329.98,\N,\N,\N,1
TorreLidador,2025-05-16 05:06:34,06:05/ 16.05.2025 (UTC 2),103.55,90.15,106.92,71.68,72.63,\N,2322280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:06:34,06:05/ 16.05.2025 (UTC 2),2.54,1.11,1.06,0.27,1.14,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:07:34,06:06/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:07:34,06:06/ 16.05.2025 (UTC 2),2.58,1.08,1.04,0.27,1.13,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:07:34,06:06 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,362.86,430.12,329.98,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 05:07:34,06:06/ 16.05.2025 (UTC 2),22.23,18.45,14.82,12.49,13.38,\N,454206,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:07:34,06:06/ 16.05.2025 (UTC 2),15.41,15.5,16.11,11.06,11.33,\N,251145,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:07:34,06:06/ 16.05.2025 (UTC 2),106.89,96.3,115.59,75.79,76.82,\N,2322280,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:08:34,06:07 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,400,335,419.52,\N,\N,\N,1
ParqueInterior,2025-05-16 05:08:34,06:07/ 16.05.2025 (UTC 2),2.57,1.09,1.03,0.28,1.13,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:08:34,06:07/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:08:34,06:07/ 16.05.2025 (UTC 2),23.15,18.47,14.72,12.69,13.56,\N,454207,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:08:34,06:07/ 16.05.2025 (UTC 2),137.17,128.3,145.91,94.86,98.92,\N,2322290,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:08:34,06:07/ 16.05.2025 (UTC 2),15.43,15.51,16.14,11.05,11.33,\N,251145,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:09:34,06:08 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,397.91,416.33,341.57,\N,\N,\N,1
ParqueInterior,2025-05-16 05:09:34,06:08/ 16.05.2025 (UTC 2),2.61,1.1,1.04,0.27,1.15,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:09:34,06:08/ 16.05.2025 (UTC 2),107.92,97.86,113.77,76,76.99,\N,2322290,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:09:34,06:08/ 16.05.2025 (UTC 2),15.38,15.53,16.15,11.07,11.34,\N,251145,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:09:34,06:08/ 16.05.2025 (UTC 2),20.89,17.54,13.87,12.12,12.61,\N,454207,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:09:34,06:08/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:10:34,06:09 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.11,402.08,416.33,387.3,\N,\N,\N,1
TorreLidador,2025-05-16 05:10:34,06:09/ 16.05.2025 (UTC 2),111.5,96.31,113.9,77.63,78.5,\N,2322290,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:10:34,06:09/ 16.05.2025 (UTC 2),26.73,18.14,15.99,14.08,14.68,\N,454207,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:10:34,06:09/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:10:34,06:09/ 16.05.2025 (UTC 2),2.56,1.07,1.04,0.28,1.13,\N,68059.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:10:35,06:09/ 16.05.2025 (UTC 2),15.42,15.49,16.12,11.06,11.34,\N,251146,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:11:34,06:10/ 16.05.2025 (UTC 2),15.4,15.5,16.11,11.05,11.32,\N,251146,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:11:34,06:10/ 16.05.2025 (UTC 2),26.27,18.71,19.34,14.79,15.49,\N,454207,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:11:34,06:10/ 16.05.2025 (UTC 2),111.59,97.46,117.87,77.85,78.75,\N,2322290,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:11:34,06:10/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:11:34,06:10/ 16.05.2025 (UTC 2),2.58,1.08,1.04,0.27,1.13,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:11:34,06:10 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,395.81,338.3,400,\N,\N,\N,1
Master,2025-05-16 05:12:34,06:11 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,371.93,410.28,341.57,\N,\N,\N,1
InformÃ¡tica,2025-05-16 05:12:34,06:11/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:12:34,06:11/ 16.05.2025 (UTC 2),113,103.53,131.33,83.08,83.89,\N,2322290,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:12:34,06:11/ 16.05.2025 (UTC 2),2.58,1.08,1.05,0.27,1.14,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:12:34,06:11/ 16.05.2025 (UTC 2),25.19,18.62,31.18,17.46,18.08,\N,454208,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:12:34,06:11/ 16.05.2025 (UTC 2),15.39,15.54,16.12,11.08,11.35,\N,251146,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:13:34,06:12 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,400,349.6,406.2,\N,\N,\N,1
InformÃ¡tica,2025-05-16 05:13:34,06:12/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:13:34,06:12/ 16.05.2025 (UTC 2),116.31,102.88,125.83,82.3,83.05,\N,2322290,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:13:34,06:12/ 16.05.2025 (UTC 2),15.44,15.52,16.14,11.07,11.34,\N,251146,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:13:34,06:12/ 16.05.2025 (UTC 2),28.26,18.98,19.6,15.44,16.1,\N,454208,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:13:34,06:12/ 16.05.2025 (UTC 2),2.58,1.08,1.04,0.27,1.13,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:14:34,06:13 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.06,0.12,0.11,395.81,437.8,404.97,\N,\N,\N,1
InformÃ¡tica,2025-05-16 05:14:34,06:13/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:14:34,06:13/ 16.05.2025 (UTC 2),113.7,102.18,117.64,79.51,80.26,\N,2322290,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:14:34,06:13/ 16.05.2025 (UTC 2),15.42,15.51,16.15,11.06,11.33,\N,251146,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:14:34,06:13/ 16.05.2025 (UTC 2),2.58,1.07,1.04,0.27,1.13,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:14:34,06:13/ 16.05.2025 (UTC 2),25.89,18.87,18.03,14.48,15.12,\N,454208,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:15:34,06:14 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,391.58,297.21,404.15,\N,\N,\N,1
InformÃ¡tica,2025-05-16 05:15:34,06:14/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:15:34,06:14/ 16.05.2025 (UTC 2),2.6,1.08,1.04,0.28,1.14,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:15:34,06:14/ 16.05.2025 (UTC 2),15.39,15.46,16.13,11.05,11.33,\N,251146,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:15:34,06:14/ 16.05.2025 (UTC 2),25.89,18.92,18.35,14.58,15.23,\N,454208,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:15:34,06:14/ 16.05.2025 (UTC 2),114.24,102.65,122.36,81.06,81.84,\N,2322300,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:16:34,06:15 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,438.18,408.25,428.95,\N,\N,\N,1
InformÃ¡tica,2025-05-16 05:16:34,06:15/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:16:34,06:15/ 16.05.2025 (UTC 2),25.77,18.96,31.79,17.83,18.47,\N,454208,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:16:34,06:15/ 16.05.2025 (UTC 2),113.82,102.7,135.63,84.18,84.98,\N,2322300,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:16:34,06:15/ 16.05.2025 (UTC 2),15.4,15.48,16.08,11.06,11.33,\N,251147,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:16:34,06:15/ 16.05.2025 (UTC 2),2.63,1.08,1.05,0.27,1.15,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:17:34,06:16 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.06,0.11,0.12,438.18,449.44,374.17,\N,\N,\N,1
ParqueExterior,2025-05-16 05:17:34,06:16/ 16.05.2025 (UTC 2),15.34,15.46,16.04,11.05,11.33,\N,251147,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:17:34,06:16/ 16.05.2025 (UTC 2),130.91,120.46,140.09,92.06,94.73,\N,2322300,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:17:34,06:16/ 16.05.2025 (UTC 2),2.64,1.09,1.05,0.28,1.16,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:17:34,06:16/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:17:34,06:16/ 16.05.2025 (UTC 2),26.93,20.36,19.93,16.68,17.39,\N,454209,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:18:34,06:17/ 16.05.2025 (UTC 2),15.39,15.45,16.05,11.06,11.33,\N,251147,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:18:34,06:17/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:18:34,06:17/ 16.05.2025 (UTC 2),131.03,123.32,142.85,93.3,95.99,\N,2322300,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:18:34,06:17 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.11,382.97,321.46,397.91,\N,\N,\N,1
ParqueInterior,2025-05-16 05:18:34,06:17/ 16.05.2025 (UTC 2),2.62,1.09,1.05,0.28,1.15,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:18:34,06:17/ 16.05.2025 (UTC 2),25.38,19.26,18.11,14.46,15.17,\N,454209,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:19:34,06:18/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:19:34,06:18/ 16.05.2025 (UTC 2),114.97,102.89,124,81.99,82.9,\N,2322300,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:19:34,06:18/ 16.05.2025 (UTC 2),15.36,15.41,16.02,11.06,11.34,\N,251147,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:19:34,06:18 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,391.58,309.12,414.33,\N,\N,\N,1
ParqueInterior,2025-05-16 05:19:34,06:18/ 16.05.2025 (UTC 2),2.61,1.09,1.06,0.28,1.15,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:19:34,06:18/ 16.05.2025 (UTC 2),27.42,19.3,18.14,15.02,15.72,\N,454209,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 05:20:34,06:19/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 05:20:34,06:19/ 16.05.2025 (UTC 2),111.38,98.41,121.65,79.41,80.26,\N,2322300,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 05:20:34,06:19/ 16.05.2025 (UTC 2),22.33,15.69,15.67,12.57,13,\N,454210,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 05:20:34,06:19/ 16.05.2025 (UTC 2),2.63,1.1,1.05,0.28,1.16,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 05:20:34,06:19/ 16.05.2025 (UTC 2),15.35,15.43,16.04,11.06,11.34,\N,251147,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 05:20:34,06:19 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,426.61,281.37,422.3,\N,\N,\N,1
ParqueInterior,2025-05-16 05:21:34,06:20/ 16.05.2025 (UTC 2),2.62,1.1,1.05,0.28,1.16,\N,68059.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
